Irradiance,Temperature,SurfaceAreaPerCell,NumCells,MaximumPower,DutyCycle
899.4540838835337,46.6716676280934,0.018263240648871235,60,131.82254797862856,55
612.1888438913687,38.82620581132453,0.022530659063224413,30,57.777716642919216,52
978.4882794160834,26.057825236527744,0.03544273681408903,90,465.7077999005469,56
681.5483164327682,16.34496578105512,0.02593122196356218,30,82.97189660126989,55
379.07925272505645,45.27968678886543,0.010272587916005126,60,31.49340101245727,58
857.4325094755593,42.95112360404661,0.030936287402698874,90,325.9567020836918,54
476.0661022579094,38.86886210868717,0.046860535676296715,90,280.28335873834067,53
478.0953715861468,20.861881896449695,0.04248310444034716,30,93.29049757246393,52
225.4437451881321,26.097865497346756,0.04300845485038524,60,86.78486418774871,59
638.9722473659269,14.109930098096935,0.04180232070424525,30,126.74214048529942,50
627.5388029860185,17.56158098910127,0.022949233024416947,30,67.21720853080377,52
484.7931874175889,41.32066549266931,0.040607753350175683,60,162.71900568829483,52
915.3738103167406,38.60154875402735,0.01572645431244772,60,120.74915871901143,56
302.9987186397151,33.739430519037384,0.03630864589103814,30,47.34333057683852,56
464.07961064812434,45.829069037046914,0.03566274266739978,90,200.1605801088549,50
457.2662117440232,33.33066071252182,0.011022791963589388,30,21.736813868658636,52
273.8324689829969,28.67871999854443,0.04151880534363726,90,150.66103295316057,57
584.9163152450346,23.614829852230507,0.046129924203805225,30,122.26058819414929,58
750.2277736768664,47.6179402294469,0.020696611138884307,60,123.94088279991567,56
609.325610837809,13.30861846097414,0.04249562896744604,90,369.9990799084666,56
325.582146172955,47.235494882432334,0.013296238874477928,60,34.62955831893001,57
501.8287721936581,43.068586397240736,0.033998714330442645,60,139.68129732310132,55
202.07601950691725,15.197196981428052,0.029425874613371088,60,56.13942480140679,52
894.6408856284695,32.599374307010144,0.03183694133236,60,246.60340721459175,50
267.61360614454554,44.66191926996348,0.047048208075373806,60,102.17654997329619,56
677.8224658043445,32.87236654428615,0.04485260988987414,30,131.42440798935831,50
989.0055966934522,46.28799286242489,0.04140334628959028,90,493.95990393937007,50
629.272516789866,47.7193526726417,0.020947938307134838,30,52.58040146102766,58
939.2334072859466,26.895380887372234,0.04647274514744367,30,194.5579486185649,59
388.89322649392346,25.092546456252943,0.01390030769855501,30,24.31455345821185,56
807.9643271500685,47.45284615876627,0.044133168662351514,60,284.89414564236694,53
625.0126031788272,37.005602445986725,0.02312640289414431,30,61.13983851694288,55
776.4128491131719,14.640907253926772,0.012150892466479334,90,133.9571667384021,50
249.87309000899316,11.691669968907249,0.03677427936962993,30,44.101564090353385,56
318.19127352498134,32.58516203989053,0.019251197132638218,60,53.039213958341435,55
306.4935428699826,47.20683861753698,0.019742845034585278,90,72.61893762636791,53
749.7324043226649,43.76994809623274,0.02224188664915086,90,203.99141607373085,56
875.5525381069031,37.03390985857346,0.012547390700100669,90,139.3859223374628,52
799.6929856068699,15.564633955643501,0.017085085767930164,90,193.14979118708985,50
224.37772218687533,20.169255349947825,0.010205585103422413,30,10.553470620354638,53
893.7719848597786,45.020449062104646,0.02781638084423147,60,201.3552877941369,52
483.31733663450035,17.31228946627602,0.013370215096718851,90,90.59105960377485,50
517.731066003266,21.13757633001738,0.03730610420176796,90,265.7817031761093,51
283.8953332259847,15.184026047817678,0.019424914047665935,60,52.06770341548115,54
789.9241648750552,37.04432925657645,0.04774296576140709,30,159.4897379935103,57
345.82710278076644,47.75929221452839,0.04485006509594611,90,185.56213151480628,50
651.1720736150692,20.75872126381544,0.02157763579872833,30,64.56923848960648,53
872.5679887023449,29.01626431400295,0.04132861818626715,30,159.02035218391168,53
271.36346296964496,35.37358958844817,0.04212979618659225,30,48.77778477032585,54
628.2684512124188,49.97864992862523,0.04946252456457642,30,122.37566888392894,56
386.57312923984097,14.192322599902884,0.0339135994738274,90,186.5502115377425,57
474.3414914226082,29.942831980228366,0.013278629385746487,90,82.92969187715885,55
579.175953144445,25.404804796100002,0.03587348915705524,30,93.30754051289306,50
484.08344262344383,44.63280660889421,0.03499918993504141,30,68.75721647868059,56
719.0582722332608,29.038709240466236,0.035534023096817274,60,225.3156055467523,52
583.6656814034002,14.439100983405924,0.02228582592416846,60,123.24892277683657,55
667.3595877713354,35.37696581146335,0.04438718340321332,60,252.7674209160852,57
789.4579803159303,40.83122473055519,0.048378887318216476,90,474.79339391842035,56
646.1938127603499,10.115250066624583,0.01870850051912606,60,116.9014464403524,59
669.2283477286073,44.35826741682518,0.013526086325465779,90,110.37439767010837,55
651.566834018113,17.440920000226626,0.017781401326739363,90,162.3194131046662,58
503.01810076103146,32.082774586135116,0.042822085570228756,90,280.49570012119506,58
469.9574670975345,26.631900027498006,0.0370657853927939,90,233.2423281242076,50
919.7179177160099,38.786152664421216,0.03544189369356507,60,273.1467596593155,50
686.0441778348583,24.846464591429672,0.02607172540437698,30,80.5503886389812,50
395.4825243717236,44.79052706726843,0.03311311886045743,30,53.09914402997763,57
598.5981582791521,39.21985443835161,0.0223149650109747,30,55.835884916043284,59
464.2787850247312,35.908526842516864,0.029088003176718454,60,114.9151285792397,56
946.9534590078997,41.849623822514175,0.04172252113482624,30,162.81316214480253,52
206.02749050725978,40.16092139713529,0.049249663898218485,60,84.39850474073668,51
380.2662381700226,11.437546996862133,0.04729955694359208,60,172.85512299086128,53
492.2854557392461,25.789374153793126,0.047354637713849956,60,208.97990963368773,52
590.2478406469903,47.23229189265959,0.026088949393884495,30,61.592295275941325,56
880.654014268917,15.028970759689049,0.02875159522027164,30,119.62147682909682,59
270.3100996321151,39.48386201728205,0.03822541585475926,30,43.12992512900093,57
844.6919093929148,48.983672453413185,0.04688767712205137,90,470.55867095045534,55
244.52279148558029,12.087945161798865,0.015679770374083385,60,36.73430338917023,52
873.8512282385453,37.287755225064416,0.022169674553087833,90,245.46704523588582,55
241.3083822996103,28.726165652041217,0.015569873783764381,60,33.18428165055606,51
214.59398514268884,33.167010214988885,0.034480341198378214,30,31.93705845991404,56
757.5691698931372,13.413653459372995,0.022252039875501502,60,160.5063708683093,59
997.8044278147155,11.72027807467758,0.02304431410050294,60,220.68422634273566,56
917.2882103792166,36.674666422036864,0.01283663837951917,90,149.68202045282416,53
660.798734244528,42.93237719282872,0.023991842472303678,60,129.89069460656955,57
933.9164904684253,41.28061339731869,0.04449986029606342,30,171.79249864342572,53
204.24000511808433,31.752229114649495,0.0193229124756334,60,34.31945686914377,56
980.053730356114,13.994672845447127,0.037807498648402625,60,351.83072642338703,53
592.5990234070275,37.52177775344055,0.035185133797543705,60,175.90714449339242,54
778.3168772974205,19.675555342165836,0.04453938433476461,90,480.4465588626648,56
856.689178522682,46.44274811069535,0.015291517906041531,60,105.26012602799061,59
774.7658166692429,43.530614381828194,0.04910359841380173,60,310.6702400379805,52
628.0293856359284,38.375318683495635,0.033305145841614626,90,263.4900116394813,59
581.2955873011296,47.953838233245214,0.049818966093872576,90,346.084401335063,54
870.8660469620999,11.256872860450917,0.046460589034634035,90,583.756866613561,52
364.0620481195673,39.448017002430475,0.01886069088452423,90,86.00077761722162,54
974.3952532033874,23.209711173456213,0.012246480396132525,30,54.178781241729105,52
768.7619830693986,46.24263542745461,0.02022556375181446,30,62.537281047780134,59
359.60554187065577,20.667007866479103,0.031102545959976795,60,102.84266565169193,56
788.9977469587906,38.99425997260068,0.0168638546826076,30,55.68541733727695,50
623.8720185448933,45.10588078603126,0.01669838978071954,60,84.33339458301397,58
765.7840765155556,11.666272735307297,0.028503741884206124,30,104.77320941791862,58
814.223601154271,25.905903183681446,0.011330718846774336,90,123.98333273242834,54
269.83214367174037,40.492361280877546,0.014875523301290819,90,49.9901062628471,58
604.8831650874777,28.19675558030348,0.026634453576317905,30,71.33949993705885,59
945.6114738055473,20.69010519174381,0.01252519636831866,30,54.44640318882564,55
456.5137537276114,18.7922139529276,0.025870202258221175,60,109.5900849909761,54
675.1064780463191,15.260730676655117,0.028960250637937807,60,184.52994655695923,52
495.3843852079169,44.285182394251294,0.028050664562924578,60,113.00346115643381,57
563.4143777752797,33.01421613006224,0.0447669942961235,90,326.85768923986575,53
638.8824943505226,13.05539779965824,0.0312024982020693,90,285.1914416398612,59
639.1375839111818,25.303212942825418,0.028719218499121735,90,247.42400061268748,52
361.38436986418867,24.709346032204394,0.026428369815666646,90,129.1231754318665,55
747.6572383038666,17.269567628378518,0.04270493513217945,60,298.4648882390121,57
270.29448899412546,27.42030501888763,0.045802264159993326,90,165.10880025120068,58
311.0598187536163,23.28397461572546,0.0441296987678847,90,186.90419651730159,55
202.16871953146375,23.6721482196873,0.03694186312525564,90,101.49400437719056,54
293.35685131334503,39.56106231151835,0.01549446983874697,90,56.895466157906846,51
578.5329608415138,18.930535420207853,0.021074798779680493,30,56.53113494313337,51
684.8815048446709,35.67439835421422,0.011842522547279098,60,69.10055220013545,58
835.43155997317,32.825984955237395,0.04723296299960457,60,341.2426025765593,51
285.35940009074886,32.72370049351469,0.036431941187636416,90,134.92860290809958,51
880.5819680131638,36.520293845671034,0.03985451537252966,30,148.83135464463672,52
796.7796204389745,31.935281447826156,0.022462869583289156,60,155.49587878722255,52
526.8146343487335,45.17020459385539,0.0438261408910937,60,186.83800664857927,53
946.3504536799637,37.02320367801039,0.020384131348339142,90,244.76663667532958,56
992.7435811659125,31.878530054855524,0.010065750284497988,90,130.261948728605,58
364.0014480425898,43.190524811505796,0.02505659850082776,60,74.61982949088944,51
503.38286797104035,34.24586259733919,0.03283045923836294,60,141.86062495466788,53
941.159538871769,21.64576991140716,0.029148194318620903,30,125.51933605465456,58
777.2772406010217,18.28379672706285,0.044483045703063884,60,321.63070310007004,51
238.47571517127017,16.09311142650715,0.014216211438246678,60,31.870825214808466,59
825.211585401132,45.978208501844065,0.03215293762534902,90,320.62371821816555,50
862.3527097419935,38.40541727192263,0.030519173992836296,60,220.98828541343735,59
800.4015398122508,47.49513752657283,0.02125571928688652,90,203.84391353493783,57
839.6297047356124,34.13167222859772,0.042889124503080425,60,309.3010243071286,58
860.1061413542378,28.9360352597965,0.04011394623528825,60,304.40917006630457,56
349.1239894305153,12.388659558835574,0.03931436749327324,60,131.31971269277574,57
388.5533968519998,36.86569126184119,0.04504769913078224,30,74.09243092020755,53
707.0068509761418,33.28835039072925,0.03891138402486085,90,356.00211450042633,53
926.2929043700128,49.60835574350486,0.01927365166858906,30,70.45369267652782,51
452.9572658371957,19.56635111128972,0.03822250846598765,60,160.051780536453,57
670.6453406360454,31.229494211473433,0.022308112535593755,30,65.22677845678953,51
746.3856507337059,36.03829340472291,0.019686986013898823,90,187.4217935940729,58
561.5588810392314,35.78364698969374,0.012920143715985093,60,61.7779973675739,53
771.0259638842608,32.45174171793611,0.03976114321390707,30,132.81587210481558,50
919.7339562337385,41.07712041308902,0.03844003847799245,30,146.30673223640153,53
699.2812353454701,18.199248381072657,0.01937997910696375,90,189.17383350120923,52
631.8248495317064,39.02508801097663,0.03997516066896624,30,105.68754272864528,55
550.9957403106712,34.78938285732357,0.04671363532374213,90,330.4687782859132,56
661.9890167249006,45.84300447178293,0.01432115829966317,60,76.43199819978153,57
484.2899614547167,43.88777756134327,0.019305465535470998,60,76.19842931753207,51
513.1856881612016,22.60588156530213,0.04001043176349262,30,93.50356727345697,55
625.4859837505392,21.049492999006123,0.02098026694028313,60,120.43865443876024,55
253.29528991265357,49.26613295409791,0.03498655897134867,60,70.08036000413192,59
383.2203127398371,31.09060723661026,0.013246568978548581,30,22.147937573893273,54
634.2794484907272,46.25683855657747,0.028088099164141553,60,143.29958691142787,59
545.222514509154,16.55524095121929,0.03956365687971813,30,101.16812621707722,59
466.2526287299874,35.71275659200697,0.037460557721730105,90,223.16220906856705,56
784.4393094474411,42.39440749442345,0.04260288402703227,90,411.92314592773323,52
754.9740859226707,47.89580998345787,0.045098085064126756,90,407.0265654452432,53
333.3846079947065,23.49360564068094,0.04092734005035033,30,61.86291996923376,59
902.9032922987506,38.9992467969621,0.03686350971755704,30,139.29487532161195,58
596.3389011231725,31.55252036158476,0.011268899672641247,60,58.499242524821675,53
793.1687289112364,12.425157042658729,0.03139866693637776,60,238.23259109891532,52
658.5206794059109,37.599989492357736,0.011507908996594112,60,63.90693088120589,51
998.1540927390746,37.60386232951374,0.042322712684640905,60,356.24127572834806,54
801.9224960310581,47.22427219386148,0.022828980978398306,60,146.45489846018393,53
765.5843689947673,29.892497846758896,0.03249717496471684,30,109.21823490165173,57
822.8575512406009,19.210036828420588,0.021177812292756105,30,80.6886521952486,56
314.5023884387757,11.782552937947166,0.04130000577521174,90,186.93928283732103,55
363.6356745355706,26.62568746743623,0.045460101065676106,90,221.3533441715449,51
771.2512657788914,22.076668003100075,0.02594569976852256,90,274.09242659146287,52
595.1851897046902,40.44353224095502,0.044516895740439565,90,330.0730230253731,59
803.7082334880932,24.170710593641864,0.020683000298253297,30,75.11410992051965,58
282.332824595316,47.962847852593754,0.031386436923020955,30,35.29801815626273,58
629.1850811876758,48.49240811951137,0.04435045719354816,30,110.8210920639398,54
503.0572524455326,34.83634360870832,0.023035253704631616,60,99.16318043584315,52
565.6001754253427,47.14641148059532,0.04816169060312343,60,218.01501492756427,51
683.1662976580101,40.434173780579826,0.014875180071255345,90,126.60292194286819,57
601.8306779700241,31.874385639005048,0.01073100278894025,60,56.12637863237366,55
631.8885096902693,17.212317416911127,0.046165414103127626,30,136.38277138348775,59
589.0859855964862,28.3439177405536,0.01274594664591489,90,99.66942274928145,56
527.1641416683946,32.43497853450471,0.04967556783789967,90,340.3845793790087,50
817.5055844785961,44.55846322940041,0.04805587447916425,60,318.9967391379378,50
209.7624578544356,29.253335061426597,0.015480836401452827,90,42.90622723958443,59
678.7541609641817,45.90698690711827,0.031503385027702634,60,172.32999800611748,51
652.406677858379,36.973959160938755,0.017396811898685773,60,96.03257644681383,59
772.9432597863618,15.479962522146856,0.027126206921204793,90,296.52821316919085,52
679.2234918218612,49.79925477300372,0.012457005170393307,60,66.70752163657008,50
861.4390622472627,31.089306430156505,0.018956983511863583,60,142.49776966863107,54
967.2598356512223,25.674331856363153,0.024530911855955982,60,212.82987445623783,52
474.0194057428347,36.36455057878106,0.027545900009842195,60,110.83805932183412,50
381.8807864239896,14.355732559241563,0.04909985032835573,90,266.6007666162363,57
538.8774899363864,35.461545870134174,0.04231462582735925,30,97.24345928783478,55
430.3436931805809,29.92944001997092,0.03949639777247785,30,74.60143466212483,58
691.9602105221236,26.266962799943325,0.03148165258967897,60,194.81447738328842,52
929.4819270743718,48.12080084715597,0.043599910424173736,60,322.56394635194744,58
311.2929553144495,30.90158866928213,0.023572913426228442,60,64.09395163137735,58
280.63568241270923,18.764699178797535,0.03835596451093264,30,49.94837007784178,50
404.81242548292977,28.358539175091945,0.04975135901512689,60,178.21587556032642,52
780.8764688499206,46.775496182906906,0.022585156357407953,90,212.1664083643206,55
674.3703242070573,17.043818853223787,0.036960701395358696,90,349.87608749406604,57
281.7701313801597,18.558281547529475,0.0437725945660953,90,171.869368996459,53
935.0004178085971,10.52118271028335,0.04663230333402689,30,210.4096221679854,54
832.0677096992694,10.567601975830687,0.03871730763760407,60,310.861353772524,58
218.41808383011002,43.1756650783405,0.02134431693668545,60,38.14480290424478,55
721.0937687905969,39.28490427371823,0.02305128606275786,60,138.91419394795258,56
816.9973348157904,24.20164225807833,0.01083032128495857,30,39.97648954435917,56
499.5482957763376,37.93244628910291,0.040435439106860385,30,85.01990796113236,53
255.13723149377503,25.80823705239881,0.011709584242478055,30,13.389649464959737,53
261.8568523910298,48.1158718399131,0.04458609418410983,30,46.465943045558994,53
283.3975728414476,48.682107257041395,0.014746424578981551,90,49.73739323869961,54
872.3517055843383,25.711751032373733,0.016875060485436973,30,66.00869732250851,54
928.5489586045704,44.16887625363472,0.029061058833289494,30,109.79231444733328,57
298.24862547658705,40.923561667898646,0.0395152166067497,30,48.81165561559544,58
388.72482767606493,22.399997486871573,0.015560088207963108,60,55.1450194844735,51
332.4164082938318,19.281593156044238,0.027602843002659937,60,84.9418927498385,56
349.05670359529654,28.329386015713354,0.029314050976404195,60,90.55737167538081,50
869.9926312019936,41.25395362457625,0.018491425666743652,90,199.52979037171468,50
465.71713012395116,48.40671138914982,0.01462233506722527,90,81.17399326094541,53
449.1554112365129,40.5431627546629,0.04345683691942558,30,81.0087674529973,59
381.9164967016901,44.2082794007348,0.030098625990510622,60,93.52035356730784,56
686.315515035407,34.12257224682066,0.010575249439366118,90,93.51317086021169,51
503.44455870843905,43.41631323368504,0.04211925205236416,60,173.26930964097863,51
795.3997214746311,41.37683432013671,0.049231752216583394,90,485.3577525115809,50
364.46384670051,25.079421677051204,0.034237047816569895,90,168.38834799357195,59
830.231910971594,32.079612084828845,0.030148335483362827,30,108.6484177276031,51
682.9772253841112,42.19012487958779,0.04513663452179847,30,126.79950731347515,56
291.41384004455017,11.842269367598256,0.048100671587383945,90,201.68155194651908,58
531.6036673629021,42.3231712942332,0.040181476636098425,30,87.79703361443516,55
890.8145124903656,17.115524961960936,0.027818117189371515,90,347.7289474048687,59
938.3681854387879,30.58734468485756,0.03368885597325762,90,414.8468941263291,51
572.5600978550506,42.33101758223751,0.03803741460071997,60,179.02323142202263,59
584.6695824712588,20.152843126267793,0.01777094284007206,30,47.88874203360545,59
934.7637799514409,19.83229757224612,0.027888041288657524,30,120.34038649491892,58
669.6545793092538,26.110575938490076,0.043192850588691406,30,129.4365468893501,56
226.2773361947507,45.78571190310538,0.036189013939937724,60,66.03937470264367,50
930.1995703033031,10.017711257488315,0.026448162688474164,60,238.00541506016378,58
398.58115420572153,46.055323865677394,0.03653450136058726,60,117.26036468408225,51
662.1055632732377,16.152280985664312,0.014728896482898395,30,45.825762648387,53
332.41065394237904,49.60345504269928,0.02605990442259505,30,34.18623750867304,58
227.103328197276,48.19387972153872,0.04172514151852226,30,37.69650871959991,53
449.1785369062059,29.78700758365133,0.01882035148546592,60,74.26222527110185,52
824.3965660368701,30.508809912505125,0.017438460302296708,60,125.82205054050374,50
422.0697381035345,29.261973611034172,0.048032746396657264,90,267.8555269189336,56
376.07777126487764,35.41774582638091,0.01839590518344923,60,59.021334312316256,55
370.144627472981,13.62886808939724,0.020436743186006724,90,107.92761586521037,59
612.1389459254501,11.30471793366266,0.04878463755617352,30,143.5854872300894,53
980.433052546205,12.308117136635953,0.03938834281060103,60,369.61457004196734,55
567.1911904136105,27.774613969660574,0.03798386132094113,30,95.60352849842509,55
645.8442951120383,21.021917568779337,0.044117055354183254,30,130.76766463102803,53
888.5056143125871,34.88158249483975,0.014632923289471772,30,55.61577341486517,55
628.0557751469269,49.69769157499116,0.038238249463200286,30,94.72538274278399,59
347.57029713508484,25.452926923058637,0.030147544373129553,60,94.09195105911924,57
439.67672941318165,32.95365016418053,0.0431660256113656,30,82.009491633941,52
447.9495410148887,26.62415583629342,0.030325668746607776,90,181.8997253796782,53
517.8544923660784,43.89086670887438,0.03480965417075649,60,146.9130323106685,59
541.4311242693996,46.089456138489524,0.029109685055981438,30,63.4452595523196,50
839.8256176594156,45.0942244882104,0.029126356942233762,60,198.0308743526703,53
479.5095992394664,48.97488954717031,0.04071879912247326,90,231.9907480796377,59
574.5854627531035,11.100767405616612,0.03514265602589133,30,97.18090972015406,59
699.9807896408417,43.59264648582124,0.035330528064376414,90,302.82722050859667,58
502.1807579521354,40.070886921563726,0.028011299353261035,30,58.53035086657587,57
869.2518506338663,19.14777637601459,0.031244379853501106,90,377.37825200853774,53
669.9628833872595,48.252803735501104,0.03982870664819149,30,106.11627543333108,56
435.23574337677724,15.927117129197818,0.04303763676447673,60,176.23135950032741,59
771.2473598318626,37.181997085356336,0.037862456085761845,30,123.40200312144317,52
622.1181841158286,18.9956086726365,0.04696291955382733,60,270.8426008475123,58
627.5647130057976,27.255225950962988,0.04281296352588804,30,119.54222632411467,59
584.8703587100688,38.766395877782756,0.03247455159238074,30,79.58722112921794,53
597.6095590569992,32.53298568132187,0.03685624290574947,90,286.1466588271172,51
812.2850248529925,27.100073253124467,0.04705233107684784,90,510.5508425330102,59
282.3851834650524,23.05353723727949,0.034766721769722335,90,133.8275943720462,54
467.49024904838575,43.586386228351614,0.04299227791919323,30,82.03806456919159,51
260.40269104311136,15.752574012592548,0.03755242014359948,30,46.03901693954406,59
802.5969765979606,27.204115061192002,0.03207745444241866,30,114.57693129690904,55
417.84148377623956,46.150302871005685,0.019673527816614127,60,66.15985146900772,59
917.9443278551074,43.83398201839871,0.027039900778737122,60,202.35348515641144,50
621.2627733274351,26.03767049892187,0.04870971299334863,30,135.4703575067706,55
840.5998171888968,40.52433454405233,0.036310615330904,90,380.07189687290077,53
983.145148492769,42.92643322835437,0.03257581521355959,90,393.607718394261,52
871.8310875652564,45.55549696014519,0.0473182650211291,90,499.68359925263496,51
893.5950080092188,31.78023076196912,0.03346047124149795,30,129.98907826526073,56
526.3875962918758,18.178435442188473,0.031043300736696117,90,228.12513103972066,58
641.3780762074718,20.212363060157266,0.04037243420600821,30,119.31232229195399,52
403.1108512346434,21.827786961664167,0.03850662475946178,60,141.91776621478073,55
356.8904797547623,33.75209923238462,0.01772640033633731,90,81.66876082108402,58
604.406303284827,11.312384965144338,0.028852330982964844,60,167.68791167636343,51
676.0391837603365,35.44169875119873,0.028900617712783412,90,249.99169141374028,56
471.4169967169528,24.57416953712928,0.025128980609733793,30,53.421529475585565,54
655.5548142108003,21.809672099585686,0.030691739286090126,30,91.98479837578083,54
909.9683860108024,45.17986282912506,0.02652429590908577,30,97.65421908713817,56
645.3772678266928,28.400095823231958,0.017973819578847326,30,51.3121086305188,58
776.6504770484053,13.802121821307711,0.02649465949098724,90,293.34404697228797,53
844.2519738863241,43.06987072104988,0.012891077902927064,60,89.10015499659787,58
990.9830255643542,11.905650297460264,0.03303143451097646,30,156.94522354090236,59
682.5579217415836,39.06996896672787,0.04414618195764448,90,378.16904344271046,58
845.4801191700687,40.956248870826606,0.03901148337418221,60,273.16776811995993,53
970.1194548438997,24.104104237154328,0.02441576160216445,30,107.06538235535278,52
955.5277804618188,42.99151425111147,0.013482848223092328,60,105.5186227180984,51
312.86547902217086,30.62637623425814,0.01808597596901083,30,24.746822628747317,58
525.1138466188177,28.531746130911873,0.03181961361979343,60,147.72475253880552,51
459.1920488854397,11.816131258747703,0.018282283335321316,60,80.53629525470093,55
269.54001196027946,21.601167745956236,0.031758924451398704,30,39.17599204541419,54
706.5926199287685,47.240398835411995,0.019263960990555957,90,163.32457142322573,54
788.7236905568019,25.67295853134,0.04395695477904291,60,310.9791114207395,53
878.5024763735069,31.868020822270733,0.025890858913618392,30,98.83850263089792,55
298.2215117301668,31.28086715937007,0.01982202503777964,60,51.53140905964004,54
901.1552607002351,33.617243592907734,0.042493047209882465,60,329.78645717115904,53
714.3404508914026,12.453238225731305,0.023713558592218027,90,243.0301979961182,58
763.1569081108075,24.48705019194913,0.014459507513551278,60,99.5685725421271,55
928.4992028322431,38.925130955302166,0.032816379656145665,60,255.13640890545796,59
699.8090168346009,18.02241004291932,0.03326256817751955,30,108.4029636179744,59
